region,subject,Time,condition,Value
InsulaR,14,192.5,vaa_iaa,0.9674858426673159
InsulaR,14,193.3333,vaa_iaa,0.9519309518639232
InsulaR,14,194.1667,vaa_iaa,0.9258165285461051
InsulaR,14,195,vaa_iaa,0.8893787376264579
InsulaR,14,195.83329999999998,vaa_iaa,0.8429953723307559
InsulaR,14,196.6667,vaa_iaa,0.7871757890739159
InsulaR,14,197.5,vaa_iaa,0.7225487402321109
InsulaR,14,198.33329999999998,vaa_iaa,0.6498484495139218
InsulaR,14,199.1667,vaa_iaa,0.569899304440376
InsulaR,14,200,vaa_iaa,0.4835995604258958
InsulaR,14,200.83329999999998,vaa_iaa,0.39190446081956076
InsulaR,14,201.6667,vaa_iaa,0.29580917698127784
InsulaR,14,202.5,vaa_iaa,0.19633196224207383
InsulaR,14,203.3333,vaa_iaa,0.09449789388665808
InsulaR,14,204.16670000000002,vaa_iaa,-0.008676451218494474
InsulaR,14,205,vaa_iaa,-0.11219707815897095
InsulaR,14,205.8333,vaa_iaa,-0.2151051467484253
InsulaR,14,206.66670000000002,vaa_iaa,-0.3164878185155029
InsulaR,14,207.5,vaa_iaa,-0.4154872140265713
InsulaR,14,208.3333,vaa_iaa,-0.511307372654751
InsulaR,14,209.16670000000002,vaa_iaa,-0.6032191642369287
InsulaR,14,210,vaa_iaa,-0.6905631592351775
InsulaR,14,210.8333,vaa_iaa,-0.77275051956377
InsulaR,14,211.66670000000002,vaa_iaa,-0.8492620247445894
InsulaR,14,212.5,vaa_iaa,-0.9196453961922879
InsulaR,14,213.3333,vaa_iaa,-0.9835111250205473
InsulaR,14,214.1667,vaa_iaa,-1.040527044763981
InsulaR,14,215,vaa_iaa,-1.090411918979683
InsulaR,14,215.8333,vaa_iaa,-1.1329283341743586
InsulaR,14,216.6667,vaa_iaa,-1.1678752004613902
InsulaR,14,217.5,vaa_iaa,-1.1950801655793348
InsulaR,14,218.3333,vaa_iaa,-1.2143922424120963
InsulaR,14,219.1667,vaa_iaa,-1.2256749361879502
InsulaR,14,220,vaa_iaa,-1.2288001355588745
InsulaR,14,220.8333,vaa_iaa,-1.2236430024392742
InsulaR,14,221.6667,vaa_iaa,-1.2100780596672671
InsulaR,14,222.5,vaa_iaa,-1.1879766342573799
InsulaR,14,223.3333,vaa_iaa,-1.1572057683935366
InsulaR,14,224.1667,vaa_iaa,-1.1176286616268083
InsulaR,14,225,vaa_iaa,-1.0691066573250392
InsulaR,14,225.83329999999998,vaa_iaa,-1.01150273564679
InsulaR,14,226.6667,vaa_iaa,-0.9446864255586602
InsulaR,14,227.5,vaa_iaa,-0.8685400010289037
InsulaR,14,228.33329999999998,vaa_iaa,-0.7829657827988058
