subject,condition,trial,band,angle_rad
12,a50_an,26,Delta,0.6760747643473144
12,a50_an,27,Delta,0.4756400173579172
12,a50_an,28,Delta,1.0146363412769226
12,a50_an,29,Delta,4.481501387267602
12,a50_an,30,Delta,5.032045026352989
12,a50_an,1,Theta,0.2588083135856877
12,a50_an,2,Theta,0.9420121225166419
12,a50_an,3,Theta,1.6025414625593302
12,a50_an,4,Theta,2.6503082843727883
12,a50_an,5,Theta,0.21065520597721363
12,a50_an,6,Theta,4.872642162286596
12,a50_an,7,Theta,2.716735748102534
12,a50_an,8,Theta,4.3334303780757955
12,a50_an,9,Theta,5.729701393629862
12,a50_an,10,Theta,1.995026053389517
12,a50_an,12,Theta,0.042595976551682235
12,a50_an,13,Theta,3.9176767049231005
12,a50_an,14,Theta,3.172701023684481
12,a50_an,15,Theta,2.032960634334496
12,a50_an,16,Theta,0.537652620207279
12,a50_an,17,Theta,1.4984950407512543
12,a50_an,18,Theta,5.266803857074789
12,a50_an,19,Theta,3.112345294766588
12,a50_an,20,Theta,4.587013183462097
12,a50_an,21,Theta,5.013483168216571
12,a50_an,22,Theta,4.414118563534141
12,a50_an,23,Theta,2.376063228121583
12,a50_an,24,Theta,0.12998114872710298
12,a50_an,25,Theta,2.710678531011456
12,a50_an,26,Theta,5.608191028149809
12,a50_an,27,Theta,6.154355383528822
12,a50_an,28,Theta,5.398351502697523
12,a50_an,29,Theta,3.6633739006225845
12,a50_an,30,Theta,4.598170264760603
12,a50_an,1,Alpha,4.271859420660273
12,a50_an,2,Alpha,0.16551765979788652
12,a50_an,3,Alpha,1.021281384904217
12,a50_an,4,Alpha,1.2221480337631692
12,a50_an,5,Alpha,4.893409030424964
12,a50_an,6,Alpha,3.993064628718468
12,a50_an,7,Alpha,6.1684672046795415
12,a50_an,8,Alpha,1.0129520748509346
12,a50_an,9,Alpha,1.825881010531884
12,a50_an,10,Alpha,4.142509659880748
12,a50_an,12,Alpha,0.36158683912984607
12,a50_an,13,Alpha,4.381915424415001
12,a50_an,14,Alpha,1.0735169437405974
12,a50_an,15,Alpha,5.506104448265347
12,a50_an,16,Alpha,3.8728774319743446
12,a50_an,17,Alpha,0.06503995580784941
12,a50_an,18,Alpha,5.036796558955665
12,a50_an,19,Alpha,3.6398010354598824
12,a50_an,20,Alpha,5.952487220468828
12,a50_an,21,Alpha,5.4610893044894055
12,a50_an,22,Alpha,1.2895249073080088
12,a50_an,23,Alpha,4.977068946363416
12,a50_an,24,Alpha,5.8586814251197055
12,a50_an,25,Alpha,1.7350825102891179
12,a50_an,26,Alpha,5.758272580771396
12,a50_an,27,Alpha,0.4962546752842064
12,a50_an,28,Alpha,4.498827736988723
12,a50_an,29,Alpha,3.5225191371872655
12,a50_an,30,Alpha,4.673302296602689
12,a50_an,1,Beta,5.570166590928691
12,a50_an,2,Beta,5.322013429368553
12,a50_an,3,Beta,0.37722951001030275
12,a50_an,4,Beta,4.319184484341226
12,a50_an,5,Beta,0.6431848222093902
12,a50_an,6,Beta,3.4620498490930536
12,a50_an,7,Beta,1.7802424372278374
12,a50_an,8,Beta,0.50448116484842
12,a50_an,9,Beta,3.240726394089098
12,a50_an,10,Beta,3.5581514245858306
12,a50_an,12,Beta,0.5357114469401676
12,a50_an,13,Beta,5.609663399162551
12,a50_an,14,Beta,2.575320995317577
12,a50_an,15,Beta,3.090555644308351
12,a50_an,16,Beta,2.6945758160225166
12,a50_an,17,Beta,1.3871361291053161
12,a50_an,18,Beta,0.48519900583406367
12,a50_an,19,Beta,1.535549572721555
12,a50_an,20,Beta,4.1988020381373925
12,a50_an,21,Beta,3.6615906281503103
12,a50_an,22,Beta,6.07051254375419
12,a50_an,23,Beta,2.3506836849165467
12,a50_an,24,Beta,4.191926426140133
12,a50_an,25,Beta,0.14572768898226207
12,a50_an,26,Beta,0.5482126245858399
12,a50_an,27,Beta,4.536644182005438
12,a50_an,28,Beta,0.8597615496548362
12,a50_an,29,Beta,1.7967364398134447
12,a50_an,30,Beta,5.272730994186704
12,a75_an,1,Delta,5.204587792176808
12,a75_an,2,Delta,5.612863698371645
12,a75_an,3,Delta,3.690978059403576
12,a75_an,4,Delta,4.725403297154477
12,a75_an,5,Delta,0.037290087857955
12,a75_an,6,Delta,2.23342298529847
12,a75_an,7,Delta,0.47236012020232293
12,a75_an,8,Delta,2.957501852132346
12,a75_an,9,Delta,5.478783624475482
12,a75_an,10,Delta,4.418704638968493
12,a75_an,11,Delta,2.0906913658660864
12,a75_an,12,Delta,5.996722799570656
12,a75_an,13,Delta,5.122589799424289
12,a75_an,14,Delta,3.827909233257591
12,a75_an,15,Delta,1.074112769286268
12,a75_an,1,Theta,3.2146957092163113
12,a75_an,2,Theta,1.1783199574319403
12,a75_an,3,Theta,3.813656666319724
12,a75_an,4,Theta,4.452435606068137
12,a75_an,5,Theta,0.8631966412147986
12,a75_an,6,Theta,2.6703268576939876
12,a75_an,7,Theta,5.161890181590697
12,a75_an,8,Theta,2.7323888190408
12,a75_an,9,Theta,5.528478683925756
12,a75_an,10,Theta,4.329893032436148
12,a75_an,11,Theta,2.3263637038302765
12,a75_an,12,Theta,6.18742690200544
12,a75_an,13,Theta,4.7610660093991415
12,a75_an,14,Theta,3.7384163719947967
12,a75_an,15,Theta,1.5853987117786008
12,a75_an,1,Alpha,5.863677452358087
12,a75_an,2,Alpha,4.3904859025538165
12,a75_an,3,Alpha,5.567196947102533
12,a75_an,4,Alpha,3.030244586544339
12,a75_an,5,Alpha,3.9886980134391985
12,a75_an,6,Alpha,4.7657188968119675
12,a75_an,7,Alpha,0.32933454394927303
12,a75_an,8,Alpha,6.063768962067068
12,a75_an,9,Alpha,5.647235465819253
12,a75_an,10,Alpha,2.245670691513238
12,a75_an,11,Alpha,3.748948756424102
12,a75_an,12,Alpha,3.5206832001847586
12,a75_an,13,Alpha,3.448944539652961
12,a75_an,14,Alpha,3.547609566074295
12,a75_an,15,Alpha,4.9804845655450745
12,a75_an,1,Beta,3.33138828355777
12,a75_an,2,Beta,4.047701120723171
12,a75_an,3,Beta,1.0977896912035272
12,a75_an,4,Beta,0.688316962362746
12,a75_an,5,Beta,4.055963565417232
12,a75_an,6,Beta,4.778028682625448
12,a75_an,7,Beta,6.08293332201586
12,a75_an,8,Beta,5.830264227676316
12,a75_an,9,Beta,4.880086125389348
12,a75_an,10,Beta,2.1114002425327887
12,a75_an,11,Beta,3.6263081546279436
12,a75_an,12,Beta,3.2798443639586665
12,a75_an,13,Beta,3.641275442107073
12,a75_an,14,Beta,4.729644733973043
12,a75_an,15,Beta,5.834991270510366
13,a75_an,1,Delta,1.1840952616615528
13,a75_an,2,Delta,4.511564434117378
13,a75_an,3,Delta,4.070487603168093
13,a75_an,4,Delta,0.008227445246137373
13,a75_an,5,Delta,2.774693988133503
13,a75_an,6,Delta,2.436377777949233
13,a75_an,7,Delta,3.7079212167809477
13,a75_an,8,Delta,3.4562894391476378
13,a75_an,9,Delta,1.7691603999324526
13,a75_an,10,Delta,5.890886795691113
13,a75_an,11,Delta,4.653732342146114
13,a75_an,12,Delta,2.0213338840779467
13,a75_an,13,Delta,3.120421373280773
13,a75_an,14,Delta,5.842267553718582
13,a75_an,15,Delta,3.2937522877447103
13,a75_an,1,Theta,1.2066242174334831
13,a75_an,2,Theta,4.561876322345639
13,a75_an,3,Theta,3.6884944255399303
13,a75_an,4,Theta,0.25862365563060824
13,a75_an,5,Theta,2.391874035550537
13,a75_an,6,Theta,2.672107525922036
13,a75_an,7,Theta,3.2637371508467483
13,a75_an,8,Theta,3.9074541544265258
13,a75_an,9,Theta,1.1049788885125156
13,a75_an,10,Theta,5.650698781443816
13,a75_an,11,Theta,1.4790250832695664
13,a75_an,12,Theta,3.117796968364116
13,a75_an,13,Theta,3.12462574648792
13,a75_an,14,Theta,0.34601614738794395
13,a75_an,15,Theta,3.2143129552976584
13,a75_an,1,Alpha,5.91687254234656
13,a75_an,2,Alpha,2.5108511703843592
13,a75_an,3,Alpha,1.0178526545278381
13,a75_an,4,Alpha,6.27073510583134
13,a75_an,5,Alpha,5.604414477790613
13,a75_an,6,Alpha,5.986373066186015
13,a75_an,7,Alpha,4.078903368741434
13,a75_an,8,Alpha,3.36564867011051
13,a75_an,9,Alpha,1.0974196818978346
13,a75_an,10,Alpha,4.738135858320314
13,a75_an,11,Alpha,0.9237459316539268
13,a75_an,12,Alpha,6.191097843339359
13,a75_an,13,Alpha,3.3070069601013707
13,a75_an,14,Alpha,0.8592847698970328
13,a75_an,15,Alpha,1.6310945223253162
13,a75_an,1,Beta,0.3544635331723763
13,a75_an,2,Beta,4.784144157313216
13,a75_an,3,Beta,0.25237864760443984
13,a75_an,4,Beta,3.873326743784326
13,a75_an,5,Beta,6.247692189205936
13,a75_an,6,Beta,4.41507187356401
13,a75_an,7,Beta,5.0131369534428085
13,a75_an,8,Beta,4.253144468755792
13,a75_an,9,Beta,5.747842939988796
13,a75_an,10,Beta,0.0031532583282025796
13,a75_an,11,Beta,5.337908816413628
13,a75_an,12,Beta,2.6074611810055353
13,a75_an,13,Beta,2.683375719402546
13,a75_an,14,Beta,3.9818191184125293
13,a75_an,15,Beta,0.9170287510682437
13,a50_an,1,Delta,2.2273368034259984
13,a50_an,2,Delta,2.827153622937167
13,a50_an,3,Delta,4.297866253489554
13,a50_an,4,Delta,3.67735251449851
13,a50_an,5,Delta,1.6620409425658567
13,a50_an,6,Delta,4.941797291392777
13,a50_an,7,Delta,3.2630820523740627
13,a50_an,8,Delta,3.846411636921838
13,a50_an,9,Delta,0.125021790709195
13,a50_an,10,Delta,5.380226227301507
13,a50_an,11,Delta,3.173703656349404
13,a50_an,12,Delta,4.9035800618700796
13,a50_an,13,Delta,4.844581024181512
13,a50_an,14,Delta,4.697631414717006
13,a50_an,15,Delta,1.3413453745145272
13,a50_an,16,Delta,4.4830849086018345
13,a50_an,17,Delta,5.690484620570271
13,a50_an,18,Delta,1.5416675752227411
13,a50_an,19,Delta,1.361261019956028
13,a50_an,20,Delta,2.282470801973748
13,a50_an,21,Delta,4.620438929549869
13,a50_an,22,Delta,4.501582766720501
13,a50_an,23,Delta,2.0096425727654648
13,a50_an,24,Delta,1.4764640104795326
13,a50_an,25,Delta,2.6329079176971857
13,a50_an,26,Delta,4.452956758869309
13,a50_an,27,Delta,5.8661028479451005
13,a50_an,28,Delta,1.6158364173128017
13,a50_an,29,Delta,1.6017135932705822
13,a50_an,30,Delta,0.7575095635272244
13,a50_an,1,Theta,2.465454175852335
13,a50_an,2,Theta,4.980039415232836
13,a50_an,3,Theta,4.977593002623423
13,a50_an,4,Theta,3.8367417676531876
13,a50_an,5,Theta,1.7652742749023973
13,a50_an,6,Theta,4.006017398987157
13,a50_an,7,Theta,2.635910568288587
13,a50_an,8,Theta,4.180088977410615
13,a50_an,9,Theta,5.945059491686866
13,a50_an,10,Theta,5.291343568599008
13,a50_an,11,Theta,3.523052146214674
13,a50_an,12,Theta,4.856734963219305
13,a50_an,13,Theta,2.2785740933577614
13,a50_an,14,Theta,4.9225744420854705
13,a50_an,15,Theta,0.9567382716833878
13,a50_an,16,Theta,5.305049099623699
13,a50_an,17,Theta,5.083135593101777
13,a50_an,18,Theta,1.6338718157830525
13,a50_an,19,Theta,1.225232748275098
