region,Time,condition,Value,SE
AGR,-73.3333,iaa_bi,0.040300779,0.053111011
AGR,-72.5,iaa_bi,0.038659502,0.054733005
AGR,-71.6667,iaa_bi,0.037023324,0.056390956
AGR,-70.8333,iaa_bi,0.035453826,0.058001955
AGR,-70,iaa_bi,0.034006278,0.059491931
AGR,-69.1667,iaa_bi,0.032728519,0.060797569
AGR,-68.3333,iaa_bi,0.031660055,0.061867155
AGR,-67.5,iaa_bi,0.030831399,0.062660737
AGR,-66.6667,iaa_bi,0.030263662,0.063149891
AGR,-65.8333,iaa_bi,0.029968392,0.063317258
AGR,-65,iaa_bi,0.029947676,0.063155957
AGR,-64.1667,iaa_bi,0.030194478,0.062668942
AGR,-63.3333,iaa_bi,0.030693207,0.061868313
AGR,-62.5,iaa_bi,0.031420504,0.060774617
AGR,-61.6667,iaa_bi,0.032346208,0.059416133
AGR,-60.8333,iaa_bi,0.033434477,0.057828142
AGR,-60,iaa_bi,0.034645045,0.056052179
AGR,-59.1667,iaa_bi,0.035934555,0.054135241
AGR,-58.3333,iaa_bi,0.037257948,0.052128913
AGR,-57.5,iaa_bi,0.038569872,0.050088347
AGR,-56.6667,iaa_bi,0.039826053,0.048070995
AGR,-55.8333,iaa_bi,0.040984616,0.046134991
AGR,-55,iaa_bi,0.042007299,0.044337046
AGR,-54.1667,iaa_bi,0.042860544,0.042729796
AGR,-53.3333,iaa_bi,0.043516425,0.041358685
AGR,-52.5,iaa_bi,0.043953389,0.040258648
AGR,-51.6667,iaa_bi,0.044156806,0.039451185
AGR,-50.8333,iaa_bi,0.044119287,0.038942487
AGR,-50,iaa_bi,0.043840787,0.038723252
AGR,-49.1667,iaa_bi,0.043328479,0.038770391
AGR,-48.3333,iaa_bi,0.042596404,0.039050291
AGR,-47.5,iaa_bi,0.041664909,0.039522904
AGR,-46.6667,iaa_bi,0.040559886,0.04014582
AGR,-45.8333,iaa_bi,0.03931184,0.040877668
AGR,-45,iaa_bi,0.037954802,0.041680546
AGR,-44.1667,iaa_bi,0.036525134,0.042521473
AGR,-43.3333,iaa_bi,0.035060233,0.04337302
AGR,-42.5,iaa_bi,0.033597202,0.044213363
AGR,-41.6667,iaa_bi,0.032171503,0.045025967
AGR,-40.8333,iaa_bi,0.03081564,0.045799064
AGR,-40,iaa_bi,0.02955791,0.04652505
AGR,-39.1667,iaa_bi,0.028421258,0.047199859
AGR,-38.3333,iaa_bi,0.027422268,0.047822363
AGR,-37.5,iaa_bi,0.026570333,0.048393803
AGR,-36.6667,iaa_bi,0.025867013,0.048917262
AGR,-35.8333,iaa_bi,0.02530562,0.049397171
AGR,-35,iaa_bi,0.02487104,0.049838851
AGR,-34.1667,iaa_bi,0.024539802,0.050248072
AGR,-33.3333,iaa_bi,0.024280403,0.05063065
AGR,-32.5,iaa_bi,0.024053881,0.050992067
AGR,-31.6667,iaa_bi,0.023814632,0.051337127
AGR,-30.8333,iaa_bi,0.023511459,0.051669672
AGR,-30,iaa_bi,0.023088818,0.051992356
AGR,-29.1667,iaa_bi,0.022488252,0.052306501
AGR,-28.3333,iaa_bi,0.021649961,0.052612044
AGR,-27.5,iaa_bi,0.020514489,0.052907592
AGR,-26.6667,iaa_bi,0.01902447,0.053190566
AGR,-25.8333,iaa_bi,0.017126409,0.053457447
AGR,-25,iaa_bi,0.014772427,0.053704112
AGR,-24.1667,iaa_bi,0.011921949,0.053926222
AGR,-23.3333,iaa_bi,0.008543275,0.054119657
AGR,-22.5,iaa_bi,0.004614994,0.054280966
AGR,-21.6667,iaa_bi,0.000127197,0.054407802
AGR,-20.8333,iaa_bi,-0.00491754,0.054499309
AGR,-20,iaa_bi,-0.010503447,0.054556446
AGR,-19.1667,iaa_bi,-0.016601139,0.054582213
AGR,-18.3333,iaa_bi,-0.023167518,0.054581756
AGR,-17.5,iaa_bi,-0.030145997,0.054562343
AGR,-16.6667,iaa_bi,-0.037467059,0.054533182
AGR,-15.8333,iaa_bi,-0.045049147,0.054505094
AGR,-15,iaa_bi,-0.052799878,0.054490027
AGR,-14.1667,iaa_bi,-0.060617558,0.054500447
AGR,-13.3333,iaa_bi,-0.06839297,0.054548622
AGR,-12.5,iaa_bi,-0.076011414,0.054645864
AGR,-11.6667,iaa_bi,-0.083354943,0.05480178
AGR,-10.8333,iaa_bi,-0.090304763,0.055023606
AGR,-10,iaa_bi,-0.096743742,0.055315703
AGR,-9.1667,iaa_bi,-0.10255897,0.055679261
AGR,-8.3333,iaa_bi,-0.10764432,0.056112272
AGR,-7.5,iaa_bi,-0.111902949,0.056609759
AGR,-6.6667,iaa_bi,-0.11524968,0.05716427
AGR,-5.8333,iaa_bi,-0.117613211,0.057766585
AGR,-5,iaa_bi,-0.118938094,0.058406569
AGR,-4.1667,iaa_bi,-0.119186438,0.059074118
AGR,-3.3333,iaa_bi,-0.118339283,0.059760114
AGR,-2.5,iaa_bi,-0.116397621,0.060457332
AGR,-1.6667,iaa_bi,-0.113383011,0.061161232
AGR,-0.8333,iaa_bi,-0.109337786,0.061870588
AGR,0,iaa_bi,-0.104324828,0.06258792
AGR,0.8333,iaa_bi,-0.098426894,0.063319668
AGR,1.6667,iaa_bi,-0.091745526,0.064076093
AGR,2.5,iaa_bi,-0.084399523,0.064870882
AGR,3.3333,iaa_bi,-0.076523031,0.065720427
AGR,4.1667,iaa_bi,-0.068263259,0.06664282
AGR,5,iaa_bi,-0.059777877,0.067656578
AGR,5.8333,iaa_bi,-0.051232132,0.068779191
AGR,6.6667,iaa_bi,-0.042795753,0.070025592
AGR,7.5,iaa_bi,-0.03463969,0.071406691
AGR,8.3333,iaa_bi,-0.026932763,0.0729281
AGR,9.1667,iaa_bi,-0.019838286,0.074589195
AGR,10,iaa_bi,-0.013510738,0.076382588
AGR,10.8333,iaa_bi,-0.008092552,0.078294059
AGR,11.6667,iaa_bi,-0.003711081,0.080302925
AGR,12.5,iaa_bi,-0.000475831,0.082382796
AGR,13.3333,iaa_bi,0.001524004,0.084502624
AGR,14.1667,iaa_bi,0.002221637,0.08662794
AGR,15,iaa_bi,0.001574353,0.088722195
AGR,15.8333,iaa_bi,-0.000435273,0.090748112
AGR,16.6667,iaa_bi,-0.003798658,0.092669002
AGR,17.5,iaa_bi,-0.008480999,0.094449991
AGR,18.3333,iaa_bi,-0.014421597,0.096059137
AGR,19.1667,iaa_bi,-0.021534689,0.097468417
AGR,20,iaa_bi,-0.02971081,0.098654577
AGR,20.8333,iaa_bi,-0.038818634,0.099599829
AGR,21.6667,iaa_bi,-0.048707287,0.100292398
AGR,22.5,iaa_bi,-0.059209065,0.100726893
AGR,23.3333,iaa_bi,-0.070142528,0.100904508
AGR,24.1667,iaa_bi,-0.081315895,0.100833011
AGR,25,iaa_bi,-0.092530686,0.100526527
AGR,25.8333,iaa_bi,-0.103585522,0.100005081
AGR,26.6667,iaa_bi,-0.114280028,0.099293881
AGR,27.5,iaa_bi,-0.124418745,0.098422335
