subject,label,condition,trial,meanAmplitude,Alpha_bandPower,Beta_bandPower,Delta_bandPower,Theta_bandPower,Alpha_bandITPC,Beta_bandITPC,Delta_bandITPC,Theta_bandITPC
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,14,-0.7744942278014018,14780.098683481783,4322.624861997663,184785.8701522948,37951.04196296184,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,15,-1.1241043094084506,2917.2625082361947,1241.5447296665168,1095420.1435982937,98649.71432830453,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,17,11.500416710865526,22275.864392045278,6987.264983194978,89752.98625434787,51523.41789730333,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,18,44.56408387898746,3865.4956316426096,2764.319667375532,93191.79562315349,16254.720552393954,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,19,-7.978822451239998,9671.596550452465,8275.586597701773,89890.17271391736,24321.04513963385,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,20,-11.880079957946654,6038.436862422606,7104.601921053128,21916.770020574935,28053.140242779165,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,21,-62.59917807743725,29653.199511942385,3205.8547551980914,161650.36236082518,130846.73385124777,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,22,-11.975800226184715,21559.738426263677,4538.294350051021,204855.30852352254,48174.68479370315,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,23,-17.455816799669602,19284.361964542128,1193.8561582941811,29867.68900389849,33956.04092577893,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,24,-4.098309794510331,12043.215390768497,5494.071956730705,45576.55774317791,6106.416187262846,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
